Comunidades y ciudades autónomas;Sexo;País de nacimiento;Grupo quinquenal de edad;Periodo;Total
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2018S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2017S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2017S1;2
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2016S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2016S1;1
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2015S2;1
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2015S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2014S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2014S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2013S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2013S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2012S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2012S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2011S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2011S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2010S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2010S1;1
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2009S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2009S1;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2008S2;0
15 Navarra, Comunidad Foral de;Hombres;Extranjero;90 y más años;2008S1;0
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2022S1;161
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2021S2;105
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2021S1;33
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2020S2;51
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2020S1;109
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2019S2;141
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2019S1;138
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2018S2;138
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2018S1;128
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2017S2;106
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2017S1;89
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2016S2;94
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2016S1;65
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2015S2;56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2015S1;65
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2014S2;45
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2014S1;56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2013S2;42
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2013S1;16
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2012S2;16
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2012S1;19
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2011S2;72
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2011S1;47
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2010S2;35
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2010S1;31
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2009S2;64
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2009S1;58
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2008S2;86
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 0 a 4 años;2008S1;97
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2022S1;191
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2021S2;127
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2021S1;25
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2020S2;40
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2020S1;80
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2019S2;159
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2019S1;105
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2018S2;102
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2018S1;100
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2017S2;100
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2017S1;42
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2016S2;43
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2016S1;29
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2015S2;25
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2015S1;27
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2014S2;38
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2014S1;12
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2013S2;3
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2013S1;-1
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2012S2;13
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2012S1;10
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2011S2;14
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2011S1;19
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2010S2;25
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2010S1;36
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2009S2;40
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2009S1;43
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2008S2;111
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 5 a 9 años;2008S1;118
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2022S1;188
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2021S2;85
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2021S1;16
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2020S2;36
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2020S1;75
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2019S2;94
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2019S1;83
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2018S2;79
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2018S1;68
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2017S2;65
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2017S1;44
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2016S2;65
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2016S1;59
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2015S2;22
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2015S1;24
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2014S2;9
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2014S1;-2
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2013S2;29
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2013S1;2
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2012S2;-11
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2012S1;3
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2011S2;36
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2011S1;10
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2010S2;-2
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2010S1;18
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2009S2;34
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2009S1;59
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2008S2;121
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 10 a 14 años  ;2008S1;111
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2022S1;262
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2021S2;234
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2021S1;53
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2020S2;109
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2020S1;110
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2019S2;217
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2019S1;158
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2018S2;357
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2018S1;113
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2017S2;254
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2017S1;99
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2016S2;163
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2016S1;49
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2015S2;149
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2015S1;16
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2014S2;79
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2014S1;52
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2013S2;66
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2013S1;29
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2012S2;75
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2012S1;34
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2011S2;127
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2011S1;71
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2010S2;86
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2010S1;50
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2009S2;107
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2009S1;79
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2008S2;193
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 15 a 19 años  ;2008S1;166
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2022S1;264
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2021S2;210
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2021S1;-59
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2020S2;47
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2020S1;91
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2019S2;248
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2019S1;205
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2018S2;309
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2018S1;192
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2017S2;196
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2017S1;124
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2016S2;156
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2016S1;32
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2015S2;86
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2015S1;17
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2014S2;86
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2014S1;-3
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2013S2;5
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2013S1;-26
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2012S2;-5
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2012S1;-7
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2011S2;85
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2011S1;69
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2010S2;98
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2010S1;75
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2009S2;125
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2009S1;89
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2008S2;263
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 20 a 24 años;2008S1;261
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2022S1;259
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2021S2;144
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2021S1;-4
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2020S2;45
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2020S1;148
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2019S2;314
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2019S1;169
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2018S2;280
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2018S1;192
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2017S2;192
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2017S1;85
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2016S2;125
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2016S1;56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2015S2;42
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2015S1;-30
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2014S2;-13
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2014S1;-25
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2013S2;-52
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2013S1;-132
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2012S2;-48
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2012S1;-42
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2011S2;4
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2011S1;24
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2010S2;-8
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2010S1;45
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2009S2;46
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2009S1;72
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2008S2;192
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 25 a 29 años;2008S1;211
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2022S1;233
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2021S2;157
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2021S1;-56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2020S2;53
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2020S1;106
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2019S2;195
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2019S1;158
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2018S2;228
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2018S1;151
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2017S2;137
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2017S1;54
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2016S2;62
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2016S1;29
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2015S2;18
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2015S1;-39
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2014S2;-39
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2014S1;-79
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2013S2;-96
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2013S1;-151
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2012S2;-92
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2012S1;-69
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2011S2;-32
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2011S1;-59
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2010S2;20
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2010S1;-54
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2009S2;-17
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2009S1;37
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2008S2;113
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 30 a 34 años;2008S1;127
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2022S1;192
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2021S2;63
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2021S1;-56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2020S2;-14
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2020S1;80
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2019S2;189
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2019S1;117
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2018S2;108
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2018S1;131
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2017S2;98
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2017S1;36
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2016S2;24
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2016S1;22
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2015S2;-9
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2015S1;-38
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2014S2;-93
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2014S1;-61
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2013S2;-80
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2013S1;-88
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2012S2;-88
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2012S1;-88
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2011S2;-7
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2011S1;-14
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2010S2;-46
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2010S1;-41
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2009S2;10
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2009S1;7
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2008S2;104
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 35 a 39 años;2008S1;109
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2022S1;132
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2021S2;51
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2021S1;-35
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2020S2;10
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2020S1;64
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2019S2;123
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2019S1;88
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2018S2;139
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2018S1;97
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2017S2;46
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2017S1;13
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2016S2;9
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2016S1;15
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2015S2;20
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2015S1;-38
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2014S2;-19
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2014S1;-42
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2013S2;-37
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2013S1;-43
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2012S2;-60
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2012S1;-20
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2011S2;-17
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2011S1;-7
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2010S2;6
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2010S1;4
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2009S2;24
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2009S1;33
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2008S2;56
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 40 a 44 años;2008S1;95
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2022S1;119
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2021S2;49
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2021S1;-8
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2020S2;-10
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2020S1;58
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2019S2;77
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2019S1;101
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2018S2;77
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2018S1;47
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2017S2;33
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2017S1;19
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2016S2;7
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2016S1;2
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2015S2;0
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2015S1;-18
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2014S2;-16
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2014S1;-22
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2013S2;-38
15 Navarra, Comunidad Foral de;Mujeres;Extranjero;De 45 a 49 años;2013S1;-35
